time,generation biomass,generation fossil gas,generation fossil hard coal,generation fossil oil,generation hydro run-of-river and poundage,generation hydro water reservoir,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind onshore,total load forecast,total load actual,price day ahead,price actual
2016-04-02 12:00:00,543.0,4458.0,4040.0,387.0,834.0,5099.0,6094.0,89.0,75.0,4016.0,214.0,5697.0,34439.0,33936.0,37.92,35.26
2016-04-02 13:00:00,543.0,4609.0,3812.0,389.0,842.0,4821.0,6093.0,93.0,79.0,4224.0,233.0,5188.0,34282.0,33689.0,39.9,36.41
2016-04-02 14:00:00,543.0,4486.0,3889.0,390.0,878.0,4623.0,6093.0,101.0,82.0,4121.0,232.0,4681.0,33194.0,32523.0,38.01,33.18
2016-04-02 15:00:00,542.0,4395.0,3989.0,388.0,895.0,4916.0,6095.0,96.0,78.0,3907.0,234.0,4326.0,32589.0,31922.0,38.14,29.71
2016-04-02 16:00:00,538.0,4571.0,3836.0,386.0,967.0,5657.0,6094.0,93.0,79.0,3281.0,234.0,3983.0,32409.0,31741.0,39.5,28.12
2016-04-02 17:00:00,538.0,5036.0,4374.0,383.0,1003.0,6718.0,6094.0,95.0,83.0,1961.0,237.0,3847.0,32589.0,31769.0,39.9,28.39
2016-04-02 18:00:00,539.0,6036.0,4450.0,391.0,1033.0,7727.0,6094.0,101.0,85.0,517.0,233.0,3912.0,33688.0,33078.0,42.75,31.27
2016-04-02 22:00:00,539.0,4734.0,4551.0,398.0,980.0,6955.0,6094.0,94.0,85.0,37.0,238.0,4091.0,32880.0,32650.0,41.0,36.05
2016-04-02 23:00:00,535.0,4238.0,4258.0,389.0,935.0,5112.0,6096.0,94.0,84.0,27.0,235.0,4050.0,29655.0,29646.0,37.92,32.15
2016-04-03 00:00:00,512.0,3184.0,1621.0,292.0,1540.0,5934.0,7112.0,91.0,72.0,291.0,198.0,6806.0,27185.0,27486.0,27.05,28.27
2016-04-03 01:00:00,489.0,3202.0,1514.0,283.0,1526.0,5716.0,7109.0,91.0,72.0,138.0,198.0,6455.0,25357.0,25718.0,23.94,27.12
2016-04-03 02:00:00,444.0,3342.0,1416.0,275.0,1513.0,5680.0,7112.0,90.0,72.0,101.0,201.0,6501.0,24273.0,24532.0,20.0,24.18
2016-04-03 03:00:00,428.0,3074.0,1468.0,274.0,1474.0,5312.0,7113.0,90.0,72.0,70.0,201.0,6843.0,23837.0,24094.0,19.19,21.9
2016-04-03 04:00:00,428.0,3223.0,1633.0,273.0,1485.0,5013.0,7112.0,90.0,72.0,65.0,201.0,6925.0,23752.0,24021.0,17.63,19.07
2016-04-03 05:00:00,418.0,3296.0,1662.0,279.0,1477.0,4851.0,7111.0,90.0,71.0,65.0,202.0,7271.0,24331.0,24599.0,18.1,18.98
2016-04-03 06:00:00,418.0,3327.0,1504.0,281.0,1501.0,6076.0,7111.0,90.0,70.0,65.0,206.0,7601.0,27035.0,27232.0,20.0,20.78
2016-04-03 07:00:00,466.0,3789.0,1392.0,288.0,1556.0,7329.0,7110.0,90.0,78.0,122.0,205.0,7713.0,30918.0,31238.0,25.56,21.48
2016-04-03 08:00:00,484.0,4240.0,1655.0,293.0,1594.0,7564.0,7112.0,92.0,78.0,634.0,204.0,8169.0,33465.0,33630.0,33.97,20.98
2016-04-03 09:00:00,485.0,4068.0,1533.0,317.0,1621.0,7697.0,7111.0,94.0,78.0,1776.0,198.0,8138.0,34597.0,34465.0,33.48,25.86
2016-04-03 10:00:00,461.0,3818.0,1466.0,320.0,1626.0,7369.0,7111.0,94.0,78.0,2943.0,174.0,8792.0,35066.0,34846.0,32.03,24.2
2016-04-03 11:00:00,452.0,3258.0,1312.0,337.0,1631.0,7242.0,7109.0,92.0,70.0,3632.0,172.0,9685.0,34763.0,34878.0,25.0,26.22
2016-04-03 12:00:00,422.0,2872.0,1148.0,343.0,1635.0,6381.0,7108.0,91.0,69.0,3890.0,181.0,10847.0,34360.0,34510.0,20.01,24.43
2016-04-03 13:00:00,402.0,2759.0,1169.0,341.0,1597.0,5699.0,7107.0,90.0,63.0,3901.0,179.0,11817.0,33945.0,34168.0,17.0,22.25
2016-04-03 14:00:00,414.0,2677.0,1075.0,331.0,1565.0,5058.0,7105.0,95.0,64.0,3712.0,172.0,12847.0,32588.0,32937.0,12.3,18.48
2016-04-03 15:00:00,405.0,2671.0,1064.0,331.0,1574.0,4839.0,7104.0,94.0,65.0,3280.0,174.0,13892.0,31723.0,32148.0,10.94,16.95
2016-04-03 18:00:00,397.0,2869.0,1085.0,323.0,1610.0,5198.0,7104.0,90.0,64.0,889.0,168.0,13650.0,31420.0,32004.0,12.4,16.86
2016-04-03 19:00:00,401.0,3031.0,1206.0,331.0,1632.0,7139.0,7104.0,90.0,64.0,401.0,172.0,13458.0,33896.0,34480.0,19.0,20.07
2016-04-03 20:00:00,400.0,3188.0,1246.0,333.0,1602.0,7035.0,7105.0,91.0,64.0,316.0,173.0,13206.0,34768.0,35306.0,21.0,29.7
2016-04-03 21:00:00,400.0,3326.0,1255.0,329.0,1639.0,7128.0,7105.0,90.0,66.0,218.0,174.0,13178.0,34064.0,34427.0,20.0,34.06
2016-04-03 22:00:00,405.0,3058.0,1246.0,324.0,1594.0,6303.0,7107.0,91.0,65.0,140.0,177.0,13011.0,31864.0,32405.0,14.1,32.64
2016-04-03 23:00:00,402.0,2710.0,1151.0,312.0,1573.0,5218.0,7109.0,91.0,67.0,133.0,177.0,13050.0,29374.0,29827.0,12.2,27.93
2016-04-04 17:00:00,393.0,4157.0,1720.0,341.0,1850.0,6719.0,7095.0,53.0,79.0,408.0,144.0,6028.0,30931.0,31706.0,29.25,37.07
2016-04-04 18:00:00,393.0,4084.0,1695.0,345.0,1859.0,7182.0,7094.0,54.0,83.0,290.0,141.0,6258.0,30424.0,31612.0,29.69,38.63
2016-04-04 22:00:00,381.0,3995.0,1605.0,348.0,1863.0,6844.0,7096.0,54.0,81.0,17.0,152.0,5910.0,31057.0,31338.0,30.3,39.15
2016-04-04 23:00:00,377.0,3627.0,1387.0,345.0,1838.0,6290.0,7096.0,54.0,76.0,17.0,148.0,6021.0,28678.0,28650.0,25.96,34.55
2016-04-05 00:00:00,266.0,3617.0,989.0,250.0,1404.0,4227.0,5083.0,12.5,84.0,725.0,239.0,6657.0,24887.0,25117.0,24.56,29.05
2016-04-05 01:00:00,274.0,3670.0,994.0,249.0,1341.0,4007.0,5085.0,12.5,83.0,723.0,238.0,6072.0,23263.0,23665.0,22.04,25.64
2016-04-05 02:00:00,297.0,3512.0,1015.0,240.0,1319.0,3908.0,5086.0,12.5,84.0,720.0,235.0,5321.0,22313.0,22692.0,21.95,21.87
2016-04-05 03:00:00,310.0,3530.0,1042.0,243.0,1298.0,3888.0,5087.0,12.5,84.0,718.0,235.0,4733.0,21973.0,22281.0,21.69,18.83
2016-04-05 04:00:00,322.0,3592.0,1125.0,243.0,1289.0,3948.0,5089.0,12.5,82.0,717.0,232.0,4339.0,22111.0,22198.0,22.14,18.71
2016-04-05 05:00:00,318.0,3588.0,1189.0,242.0,1304.0,3961.0,5090.0,12.5,82.0,648.0,228.0,4185.0,22537.0,22701.0,23.59,18.6
2016-04-05 06:00:00,320.0,4099.0,1255.0,235.0,1415.0,4852.0,5090.0,12.5,85.0,430.0,230.0,4043.0,24558.0,24784.0,31.47,23.25
2016-04-05 07:00:00,332.0,4332.0,1411.0,267.0,1528.0,6121.0,5090.0,12.5,86.0,317.0,226.0,3973.0,27277.0,27249.0,35.05,28.0
2016-04-05 08:00:00,331.0,5121.0,1536.0,272.0,1504.0,7050.0,5091.0,12.5,86.0,880.0,219.0,3719.0,29549.0,29388.0,35.97,31.15
2016-04-05 09:00:00,329.0,4682.0,1661.0,275.0,1561.0,7496.0,5092.0,13.0,84.0,2093.0,218.0,3197.0,30856.0,30576.0,32.79,34.04
2016-04-05 10:00:00,331.0,4446.0,1660.0,268.0,1459.0,7098.0,5084.0,14.0,86.0,3112.0,223.0,3144.0,31289.0,31008.0,32.15,34.04
2016-04-05 11:00:00,310.0,4385.0,1602.0,275.0,1473.0,7156.0,5079.0,19.0,85.0,3565.0,233.0,3077.0,31434.0,31256.0,32.49,32.61
2016-04-05 12:00:00,320.0,4382.0,1610.0,274.0,1470.0,7206.0,5080.0,22.0,85.0,4048.0,227.0,2928.0,31670.0,31581.0,33.69,32.53
2016-04-05 13:00:00,321.0,4327.0,1653.0,275.0,1469.0,6748.0,5087.0,22.0,82.0,4253.0,222.0,2888.0,31370.0,31431.0,33.69,34.33
2016-04-05 14:00:00,323.0,4230.0,1567.0,265.0,1492.0,5784.0,5089.0,18.0,87.0,4169.0,226.0,2903.0,30166.0,30373.0,34.01,32.22
2016-04-05 15:00:00,329.0,4201.0,1534.0,263.0,1585.0,6209.0,5087.0,16.0,85.0,3879.0,234.0,2921.0,29535.0,29655.0,33.6,31.2
2016-04-05 16:00:00,333.0,4266.0,1507.0,262.0,1590.0,5943.0,5085.0,18.0,87.0,3504.0,251.0,3226.0,29313.0,29397.0,33.69,29.65
2016-04-05 17:00:00,333.0,4582.0,1546.0,266.0,1610.0,6336.0,5084.0,20.0,80.0,2893.0,257.0,3278.0,29261.0,29304.0,36.01,30.06
2016-04-05 18:00:00,332.0,4450.0,1610.0,275.0,1601.0,6626.0,5082.0,21.0,86.0,2064.0,255.0,3316.0,28898.0,28938.0,33.69,29.89
2016-04-05 19:00:00,334.0,4646.0,1618.0,280.0,1644.0,7023.0,5082.0,21.0,89.0,984.0,257.0,3304.0,29008.0,28900.0,33.5,32.85
2016-04-05 22:00:00,334.0,5092.0,1791.0,274.0,1622.0,7698.0,5088.0,12.5,93.0,112.0,255.0,3885.0,29296.0,29185.0,36.15,33.9
2016-04-05 23:00:00,333.0,4449.0,1723.0,288.0,1565.0,6091.0,5089.0,12.5,82.0,114.0,253.0,4121.0,26764.0,26783.0,33.15,31.38
2016-04-06 00:00:00,328.0,4063.0,2044.0,306.0,1341.0,3018.0,6068.0,58.0,87.0,638.0,245.0,3612.0,25860.0,25715.0,42.0,31.87
2016-04-06 01:00:00,320.0,4271.0,1788.0,306.0,1347.0,2474.0,6070.0,57.0,87.0,607.0,238.0,3448.0,24321.0,24117.0,41.35,29.2
2016-04-06 02:00:00,318.0,4314.0,1663.0,302.0,1353.0,2555.0,6070.0,57.0,87.0,607.0,241.0,3215.0,23215.0,23070.0,43.36,27.32
2016-04-06 03:00:00,318.0,4294.0,1579.0,302.0,1334.0,1918.0,6072.0,58.0,86.0,594.0,239.0,3147.0,22642.0,22502.0,41.02,26.63
2016-04-06 04:00:00,328.0,4079.0,1414.0,298.0,1318.0,1547.0,6074.0,57.0,84.0,491.0,238.0,3206.0,22276.0,22108.0,40.01,26.82
2016-04-06 05:00:00,326.0,4067.0,1433.0,301.0,1324.0,1488.0,6073.0,57.0,84.0,399.0,246.0,3121.0,22010.0,21825.0,40.0,27.77
2016-04-06 06:00:00,323.0,4092.0,1420.0,280.0,1324.0,1857.0,6072.0,57.0,86.0,297.0,248.0,2719.0,21784.0,21757.0,40.0,34.29
2016-04-06 07:00:00,324.0,4793.0,1423.0,275.0,1331.0,1853.0,6072.0,58.0,87.0,359.0,246.0,2291.0,21945.0,22234.0,40.07,40.39
2016-04-06 08:00:00,322.0,5046.0,1560.0,266.0,1381.0,2189.0,6072.0,58.0,87.0,899.0,248.0,2006.0,23604.0,24020.0,39.55,46.86
2016-04-06 09:00:00,326.0,4911.0,1755.0,264.0,1468.0,3817.0,6066.0,58.0,86.0,2073.0,250.0,1635.0,25928.0,26364.0,39.07,48.58
2016-04-06 10:00:00,320.0,4414.0,1837.0,272.0,1452.0,5659.0,6065.0,58.0,86.0,3072.0,247.0,1450.0,27647.0,27957.0,36.69,44.56
2016-04-06 11:00:00,324.0,4328.0,1885.0,272.0,1465.0,5244.0,6068.0,57.0,84.0,3911.0,242.0,1345.0,28164.0,28364.0,38.38,42.19
2016-04-06 12:00:00,326.0,4289.0,1913.0,271.0,1472.0,4702.0,6066.0,57.0,85.0,4623.0,250.0,1271.0,28340.0,28346.0,38.69,39.35
2016-04-06 13:00:00,327.0,4298.0,1842.0,273.0,1469.0,4230.0,6065.0,57.0,87.0,4947.0,251.0,1494.0,28469.0,28475.0,39.23,39.71
2016-04-06 14:00:00,329.0,4201.0,1819.0,257.0,1444.0,3054.0,6064.0,57.0,86.0,4978.0,250.0,1903.0,27793.0,27726.0,40.69,39.47
2016-04-06 15:00:00,330.0,3970.0,1655.0,252.0,1343.0,2101.0,6058.0,55.0,87.0,4738.0,249.0,2210.0,26468.0,26400.0,39.69,37.59
2016-04-06 16:00:00,329.0,4102.0,1592.0,252.0,1330.0,1692.0,6060.0,56.0,88.0,4525.0,249.0,2710.0,25745.0,25420.0,38.0,34.29
2016-04-06 17:00:00,329.0,4150.0,1584.0,245.0,1331.0,1584.0,6061.0,56.0,88.0,4290.0,245.0,3020.0,25589.0,25313.0,36.69,32.91
2016-04-06 18:00:00,330.0,4189.0,1526.0,246.0,1335.0,1453.0,6062.0,57.0,89.0,3782.0,246.0,3223.0,25444.0,25257.0,36.69,33.41
2016-04-06 19:00:00,330.0,3847.0,1491.0,247.0,1366.0,1594.0,6062.0,58.0,88.0,3175.0,245.0,3549.0,25510.0,25388.0,39.0,36.71
2016-04-06 20:00:00,336.0,4081.0,1423.0,248.0,1373.0,3214.0,6062.0,58.0,85.0,2170.0,246.0,3369.0,25940.0,25883.0,38.79,40.33
2016-04-06 21:00:00,338.0,4341.0,1596.0,238.0,1418.0,3985.0,6063.0,58.0,85.0,1026.0,233.0,3179.0,26751.0,26645.0,41.7,41.56
2016-04-06 22:00:00,340.0,4841.0,1800.0,213.0,1426.0,4617.0,6063.0,58.0,84.0,736.0,237.0,2531.0,26897.0,26949.0,42.0,42.21
2016-04-06 23:00:00,339.0,5249.0,1764.0,213.0,1408.0,3813.0,6066.0,58.0,87.0,712.0,253.0,2132.0,25318.0,25321.0,40.69,40.89
2016-04-07 00:00:00,325.0,4865.0,3025.0,221.0,1014.0,1515.0,6974.0,49.0,85.0,617.0,289.0,7729.0,26394.0,26198.0,35.41,31.96
2016-04-07 01:00:00,327.0,4847.0,2787.0,221.0,873.0,1440.0,6973.0,49.0,78.0,600.0,293.0,7103.0,24693.0,24497.0,31.67,27.71
2016-04-07 02:00:00,328.0,4817.0,2580.0,221.0,850.0,921.0,6977.0,49.0,78.0,560.0,295.0,6325.0,23682.0,23321.0,31.67,24.81
2016-04-07 03:00:00,324.0,4725.0,2573.0,221.0,852.0,925.0,6979.0,49.0,79.0,436.0,295.0,5787.0,22979.0,22831.0,31.67,22.4
2016-04-07 04:00:00,327.0,4985.0,3115.0,218.0,842.0,852.0,6982.0,49.0,78.0,286.0,291.0,5186.0,22871.0,22901.0,31.67,22.12
2016-04-07 05:00:00,328.0,4960.0,3945.0,221.0,826.0,815.0,6986.0,49.0,78.0,241.0,285.0,4416.0,23422.0,23414.0,31.67,25.84
2016-04-07 06:00:00,326.0,5245.0,4527.0,225.0,848.0,911.0,6986.0,49.0,76.0,159.0,292.0,4073.0,25401.0,25075.0,32.4,32.06
2016-04-07 07:00:00,332.0,6089.0,5113.0,240.0,859.0,1003.0,6982.0,49.0,82.0,261.0,290.0,3960.0,27974.0,27414.0,40.11,35.11
2016-04-07 08:00:00,334.0,6735.0,5371.0,281.0,895.0,1636.0,6979.0,50.0,82.0,791.0,288.0,3509.0,30400.0,29980.0,41.83,40.37
2016-04-07 09:00:00,337.0,7243.0,5982.0,283.0,950.0,2653.0,6971.0,50.0,83.0,1921.0,286.0,2960.0,32375.0,32326.0,42.73,39.44
2016-04-07 10:00:00,334.0,7134.0,6132.0,288.0,952.0,3530.0,6959.0,51.0,81.0,3456.0,289.0,2780.0,33749.0,33658.0,42.08,38.02
2016-04-07 11:00:00,330.0,6780.0,6058.0,296.0,964.0,3711.0,6957.0,60.0,86.0,4311.0,287.0,2953.0,34315.0,34367.0,42.91,36.96
2016-04-07 12:00:00,332.0,6525.0,5876.0,300.0,978.0,3918.0,6955.0,58.0,84.0,4802.0,288.0,3257.0,35185.0,35035.0,44.57,34.74
2016-04-07 13:00:00,335.0,6666.0,6033.0,300.0,975.0,2619.0,6950.0,56.0,83.0,4965.0,282.0,3387.0,35752.0,35586.0,47.1,33.48
2016-04-07 14:00:00,338.0,6677.0,6152.0,301.0,1036.0,2308.0,6948.0,56.0,86.0,4956.0,280.0,3459.0,35040.0,35003.0,47.12,33.13
2016-04-07 15:00:00,330.0,6472.0,6110.0,299.0,986.0,2062.0,6953.0,56.0,84.0,4876.0,278.0,3506.0,34748.0,34508.0,46.94,31.12
2016-04-07 16:00:00,347.0,6489.0,6104.0,299.0,959.0,2558.0,6955.0,58.0,85.0,4654.0,280.0,3782.0,34989.0,34416.0,45.83,30.46
2016-04-07 17:00:00,351.0,6576.0,6102.0,302.0,947.0,2524.0,6956.0,59.0,86.0,4195.0,281.0,4244.0,35117.0,34452.0,46.69,30.08
2016-04-07 18:00:00,356.0,6011.0,5817.0,304.0,935.0,3133.0,6958.0,59.0,85.0,3417.0,279.0,4752.0,34698.0,33730.0,44.68,29.95
2016-04-07 19:00:00,358.0,5830.0,5433.0,306.0,946.0,3213.0,6963.0,59.0,83.0,2501.0,290.0,5847.0,34174.0,33076.0,42.83,31.94
2016-04-07 20:00:00,361.0,6047.0,5165.0,307.0,971.0,3525.0,6970.0,59.0,87.0,1524.0,294.0,6158.0,33417.0,32479.0,43.0,38.2
2016-04-07 21:00:00,363.0,6099.0,5076.0,310.0,986.0,3938.0,6970.0,58.0,85.0,817.0,299.0,5466.0,33008.0,32148.0,44.54,41.05
2016-04-07 22:00:00,363.0,6175.0,5270.0,313.0,977.0,3364.0,6970.0,58.0,86.0,652.0,301.0,5319.0,32185.0,31693.0,44.72,36.03
2016-04-07 23:00:00,360.0,5823.0,5046.0,310.0,964.0,2434.0,6969.0,58.0,87.0,648.0,299.0,4793.0,29785.0,29512.0,43.0,32.88
2016-04-08 00:00:00,362.0,4249.0,5754.0,283.0,733.0,1434.0,6938.0,58.0,84.0,614.0,319.0,4751.0,28750.0,28595.0,46.1,28.19
2016-04-08 01:00:00,372.0,3832.0,5547.0,276.0,708.0,1119.0,6934.0,58.0,81.0,606.0,317.0,4441.0,26767.0,26781.0,43.69,28.49
2016-04-08 02:00:00,384.0,3735.0,5370.0,275.0,700.0,637.0,6932.0,57.0,82.0,598.0,313.0,3962.0,25542.0,25399.0,41.51,24.78
2016-04-08 03:00:00,395.0,3580.0,5192.0,254.0,686.0,569.0,6937.0,58.0,82.0,551.0,312.0,3681.0,24813.0,24573.0,40.56,23.11
2016-04-08 04:00:00,399.0,3704.0,5166.0,274.0,682.0,741.0,6939.0,58.0,82.0,491.0,316.0,3236.0,24421.0,24225.0,40.0,22.36
2016-04-08 05:00:00,396.0,3854.0,5314.0,275.0,672.0,713.0,6942.0,58.0,81.0,451.0,316.0,2958.0,24642.0,24469.0,40.69,23.5
2016-04-08 06:00:00,397.0,4284.0,5597.0,276.0,675.0,943.0,6942.0,58.0,81.0,329.0,319.0,2752.0,26126.0,25766.0,43.69,27.71
2016-04-08 07:00:00,400.0,4456.0,5767.0,280.0,705.0,1731.0,6943.0,58.0,82.0,273.0,324.0,2828.0,27727.0,27392.0,44.14,29.68
2016-04-08 08:00:00,405.0,5285.0,5837.0,288.0,762.0,2686.0,6946.0,56.0,84.0,725.0,320.0,2798.0,30027.0,29805.0,44.5,34.38
2016-04-08 09:00:00,411.0,5703.0,5946.0,291.0,856.0,3441.0,6946.0,55.0,91.0,2240.0,311.0,2541.0,32150.0,32196.0,46.89,34.94
2016-04-08 10:00:00,410.0,5445.0,5980.0,292.0,898.0,3915.0,6947.0,54.0,87.0,3908.0,304.0,2676.0,33495.0,33852.0,46.89,33.26
2016-04-08 11:00:00,405.0,5455.0,6008.0,292.0,916.0,4527.0,6942.0,53.0,88.0,4459.0,313.0,2791.0,34580.0,35088.0,47.39,31.18
2016-04-08 12:00:00,401.0,5582.0,6027.0,292.0,884.0,4384.0,6935.0,54.0,84.0,4853.0,320.0,3176.0,35789.0,35968.0,47.89,30.71
2016-04-08 13:00:00,401.0,5571.0,5955.0,294.0,978.0,4179.0,6929.0,56.0,84.0,5047.0,320.0,3785.0,36538.0,36619.0,47.89,29.35
2016-04-08 14:00:00,399.0,5482.0,5959.0,305.0,874.0,3860.0,6924.0,57.0,85.0,4979.0,307.0,4002.0,36089.0,36161.0,46.46,29.14
2016-04-08 15:00:00,399.0,5449.0,5909.0,304.0,817.0,3290.0,6914.0,57.0,77.0,4920.0,301.0,4324.0,35463.0,35424.0,43.9,27.95
2016-04-08 16:00:00,398.0,5593.0,5892.0,298.0,810.0,3068.0,6916.0,56.0,74.0,4637.0,311.0,4798.0,35325.0,35254.0,43.21,25.59
2016-04-08 17:00:00,397.0,5713.0,5800.0,300.0,766.0,2688.0,6916.0,56.0,76.0,4228.0,318.0,5605.0,35303.0,35192.0,41.5,24.67
2016-04-08 18:00:00,404.0,5751.0,5596.0,309.0,736.0,2259.0,6915.0,56.0,78.0,3641.0,322.0,6344.0,34712.0,34658.0,39.5,26.49
2016-04-08 19:00:00,403.0,5611.0,5440.0,311.0,732.0,1941.0,6919.0,55.0,79.0,2899.0,325.0,7067.0,34180.0,33977.0,38.52,29.96
2016-04-08 20:00:00,402.0,5779.0,5492.0,311.0,732.0,1915.0,6920.0,53.0,81.0,1691.0,316.0,7346.0,33488.0,33431.0,40.0,36.61
2016-04-08 21:00:00,402.0,5807.0,5748.0,309.0,740.0,2585.0,6925.0,52.0,82.0,832.0,308.0,7273.0,33849.0,33644.0,42.86,42.08
2016-04-08 22:00:00,401.0,5643.0,5816.0,308.0,729.0,2680.0,6931.0,53.0,82.0,642.0,313.0,7339.0,33104.0,33172.0,41.61,36.58
2016-04-08 23:00:00,396.0,5247.0,5373.0,307.0,699.0,1492.0,6931.0,54.0,79.0,635.0,308.0,7586.0,30833.0,30976.0,38.69,34.64
2016-04-09 00:00:00,384.0,5422.0,5695.0,243.0,643.0,1990.0,6948.0,57.0,85.0,270.0,318.0,3026.0,27249.0,27229.0,43.35,26.64
2016-04-09 01:00:00,383.0,5182.0,5733.0,243.0,646.0,1998.0,6954.0,57.0,88.0,90.0,319.0,2454.0,25642.0,25559.0,43.35,23.34
2016-04-09 02:00:00,385.0,4687.0,5702.0,243.0,622.0,1475.0,6962.0,57.0,88.0,57.0,318.0,2193.0,24346.0,24191.0,43.35,24.84
2016-04-09 03:00:00,384.0,4616.0,5651.0,243.0,617.0,834.0,6960.0,57.0,87.0,56.0,317.0,2341.0,23512.0,23432.0,41.95,22.07
2016-04-09 04:00:00,387.0,4419.0,5489.0,238.0,610.0,641.0,6960.0,57.0,88.0,52.0,318.0,2313.0,23029.0,22930.0,40.92,21.58
2016-04-09 05:00:00,384.0,4470.0,5385.0,243.0,607.0,558.0,6961.0,58.0,89.0,34.0,320.0,2260.0,22621.0,22593.0,40.5,20.49
2016-04-09 06:00:00,386.0,5167.0,5233.0,243.0,605.0,481.0,6962.0,58.0,87.0,34.0,317.0,2169.0,22703.0,22712.0,40.65,22.33
2016-04-09 07:00:00,386.0,5111.0,5102.0,243.0,599.0,462.0,6962.0,57.0,88.0,50.0,315.0,2269.0,22573.0,22640.0,40.45,24.74
2016-04-09 08:00:00,394.0,5140.0,4817.0,242.0,601.0,591.0,6968.0,57.0,89.0,318.0,319.0,2137.0,22738.0,22684.0,39.0,25.92
2016-04-09 09:00:00,395.0,5398.0,4865.0,239.0,655.0,1140.0,6970.0,57.0,92.0,1248.0,318.0,1666.0,24548.0,24301.0,43.0,28.22
2016-04-09 10:00:00,393.0,5022.0,5216.0,240.0,660.0,1459.0,6963.0,57.0,88.0,2792.0,314.0,1397.0,26342.0,26007.0,42.0,27.95
2016-04-09 11:00:00,390.0,4928.0,5491.0,242.0,666.0,1772.0,6957.0,56.0,89.0,4190.0,316.0,1420.0,27665.0,27427.0,41.4,27.54
2016-04-09 12:00:00,392.0,4920.0,5585.0,242.0,665.0,1849.0,6947.0,56.0,89.0,4642.0,315.0,1648.0,28704.0,28557.0,41.37,26.32
2016-04-09 13:00:00,389.0,5172.0,5626.0,241.0,672.0,1941.0,6941.0,56.0,85.0,4832.0,316.0,2096.0,29933.0,29763.0,41.9,26.06
2016-04-09 14:00:00,387.0,5058.0,5654.0,241.0,667.0,1721.0,6932.0,55.0,80.0,4855.0,312.0,2759.0,30439.0,30459.0,40.96,25.11
2016-04-09 15:00:00,385.0,5047.0,5565.0,240.0,642.0,1312.0,6929.0,55.0,81.0,4729.0,311.0,3542.0,29936.0,30201.0,37.95,22.3
2016-04-09 16:00:00,386.0,4989.0,5456.0,239.0,613.0,994.0,6923.0,56.0,80.0,4425.0,309.0,4109.0,29516.0,29848.0,36.96,21.69
2016-04-09 17:00:00,383.0,4983.0,5615.0,239.0,603.0,1116.0,6919.0,56.0,76.0,3905.0,314.0,4101.0,29209.0,29619.0,36.96,21.57
2016-04-09 18:00:00,384.0,5139.0,5719.0,240.0,604.0,697.0,6916.0,56.0,76.0,3154.0,310.0,3943.0,29083.0,29537.0,36.85,23.12
2016-04-09 19:00:00,380.0,5762.0,5947.0,240.0,626.0,1356.0,6916.0,55.0,79.0,1900.0,308.0,3340.0,29052.0,29480.0,39.53,24.71
2016-04-09 20:00:00,385.0,5934.0,6230.0,235.0,752.0,2498.0,6920.0,54.0,82.0,853.0,312.0,2860.0,29811.0,30322.0,45.11,32.66
2016-04-09 21:00:00,385.0,6447.0,6278.0,225.0,783.0,4126.0,6924.0,55.0,80.0,601.0,313.0,2815.0,31851.0,32627.0,48.0,39.73
2016-04-09 22:00:00,386.0,6482.0,6320.0,230.0,782.0,4313.0,6926.0,55.0,81.0,543.0,312.0,2642.0,30996.0,32024.0,46.89,35.57
2016-04-09 23:00:00,383.0,6344.0,6316.0,232.0,773.0,3734.0,6930.0,55.0,81.0,469.0,310.0,2458.0,29206.0,30059.0,45.51,29.36
2016-04-10 00:00:00,351.0,5197.0,4907.0,293.0,407.0,971.0,6972.0,53.0,84.0,163.0,279.0,4064.0,25172.0,25205.0,50.91,23.73
2016-04-10 01:00:00,352.0,4991.0,4909.0,293.0,411.0,687.0,6977.0,54.0,84.0,66.0,278.0,3904.0,23881.0,23916.0,50.0,18.75
2016-04-10 02:00:00,351.0,4830.0,4821.0,288.0,388.0,447.0,6986.0,54.0,84.0,59.0,274.0,3742.0,23101.0,23075.0,48.69,18.75
2016-04-10 03:00:00,348.0,4680.0,4864.0,287.0,389.0,452.0,6988.0,53.0,83.0,59.0,275.0,3408.0,22827.0,22755.0,48.0,16.87
2016-04-10 04:00:00,347.0,4839.0,4985.0,283.0,391.0,478.0,6994.0,54.0,83.0,60.0,275.0,2967.0,22679.0,22757.0,48.0,15.69
2016-04-10 05:00:00,351.0,5179.0,4952.0,285.0,394.0,459.0,7003.0,54.0,82.0,59.0,278.0,2609.0,23064.0,23126.0,49.1,15.46
2016-04-10 06:00:00,349.0,5975.0,4818.0,273.0,408.0,1752.0,7005.0,54.0,83.0,59.0,281.0,2288.0,25167.0,25203.0,52.23,15.06
2016-04-10 07:00:00,331.0,7056.0,4765.0,278.0,425.0,4141.0,7005.0,53.0,83.0,67.0,280.0,1992.0,28822.0,28871.0,55.99,15.21
2016-04-10 08:00:00,351.0,7352.0,4648.0,293.0,412.0,3551.0,7008.0,53.0,87.0,152.0,283.0,1630.0,30436.0,30261.0,55.39,15.41
2016-04-10 09:00:00,350.0,7616.0,4651.0,293.0,444.0,4187.0,7007.0,52.0,87.0,948.0,281.0,1338.0,31059.0,31092.0,55.99,16.48
